Crop,Soil_Type,Temperature,Humidity,Soil_Moisture,Rainfall,Growth_Stage,Irrigation_Need
Groundnut,Silty,15.956543856257763,70.47128001847764,28.91231671624917,77.28967489086898,Seedling,Medium
Sugarcane,Clay,17.28299966942323,81.22982947711779,46.50367065022391,93.73801344582819,Fruiting,Low
Cotton,Sandy,23.21744611889711,89.92008791286254,24.75903017315182,127.08251662707006,Maturity,Medium
Sugarcane,Sandy,20.996189239483307,85.72224803686137,39.69879475792956,186.58952151125544,Vegetative,Low
Rice,Loamy,21.95578841648545,43.95380876252639,51.779460125350724,119.17686765120621,Seedling,Low
Maize,Sandy,38.938295677599,63.97731059922144,14.266463187087117,171.42318846347345,Vegetative,High
Wheat,Sandy,31.893797816761406,25.79701198628494,67.18963285419082,172.55598226050012,Fruiting,Medium
Maize,Loamy,15.17311983878904,39.34025026610065,53.46346882968602,103.76653516965185,Seedling,Low
Maize,Clay,27.87968297112586,27.066678406063055,76.31672137685386,69.49392829952433,Vegetative,Low
Tomato,Silty,27.236547805510767,43.63904676154729,31.742440095295777,127.9147746664162,Vegetative,Medium
Maize,Loamy,18.418358083336305,85.63904100940468,82.26568842154036,89.17546838296855,Fruiting,Low
Maize,Clay,35.28425365804371,46.03751297557194,89.89554024243547,16.28817346438658,Flowering,High
Potato,Loamy,36.06291565138473,62.14235772510698,83.54387507021396,75.56182008648673,Fruiting,Medium
Cotton,Clay,36.626796571562934,52.50356360862056,72.23139806665233,198.814427609865,Seedling,Medium
Wheat,Loamy,36.85412836675776,54.418739322405145,74.98950422990247,9.702374005257441,Seedling,High
Potato,Clay,15.001584807968904,92.71790388774187,55.89953940356692,139.33338238018533,Maturity,Low
Potato,Loamy,43.61762411540167,42.21158511978935,25.21230903300884,168.23774101424942,Vegetative,High
Cotton,Clay,39.42626301163989,67.04933521423786,64.16325481181738,129.74518069507576,Seedling,Low
Cotton,Loamy,42.11945089767856,51.504700218458524,67.02024016479453,113.949646232658,Flowering,Medium
Rice,Silty,15.469298859223024,24.585963578576465,88.83081122143246,141.5108833957515,Flowering,Medium
Cotton,Silty,43.01576387357218,56.6998123718177,53.304105300505746,85.86854745993114,Fruiting,Medium
Tomato,Sandy,39.29365586064314,81.00074967838313,31.70952120200451,18.27234746177535,Seedling,High
Tomato,Clay,40.11657428876096,27.406472651126627,64.69380173916053,192.47435086067634,Seedling,Medium
Potato,Loamy,17.798621541659056,25.219388554723174,88.35006557331637,86.46015399683921,Maturity,Low
Sugarcane,Clay,37.163340867557935,31.522364029495,24.17711266152752,133.07784743360352,Maturity,High
Rice,Silty,43.79750068926273,77.33000835419796,36.079833482848215,106.26208737785905,Maturity,Medium
Sugarcane,Clay,35.356420242544814,74.29965381085535,53.35047630181449,10.934614395510911,Seedling,Medium
Sugarcane,Loamy,32.11684213873819,62.376332667958295,23.617170790560387,190.5493201985077,Fruiting,High
Potato,Clay,43.36889033246991,55.116980306947426,11.777651161595069,158.50744522286467,Fruiting,High
Groundnut,Loamy,28.28811365203308,86.62443610269665,36.95864979530005,29.819578893878983,Fruiting,Medium
Potato,Silty,32.978806989314364,77.50233678751118,79.22966412008465,196.32977525765335,Fruiting,Low
Wheat,Silty,29.290148804830984,80.89566884763539,13.477471945897186,147.38027443434157,Flowering,Medium
Wheat,Silty,42.985386640808976,80.99467260129907,44.3143247213534,94.46433008566177,Seedling,Medium
Cotton,Sandy,17.28254180296522,68.20378660591686,70.9760618340866,122.27401131191465,Vegetative,Low
Cotton,Silty,30.033591024760447,54.35109682369594,86.25460775287083,21.347336402919503,Seedling,Medium
Groundnut,Clay,35.60857324156315,84.85083144392378,88.83803192035458,112.0823020031222,Fruiting,Medium
Cotton,Sandy,38.757196152667106,89.4505563202438,43.757550448699334,14.73221440341188,Flowering,High
Wheat,Silty,32.490559423324086,21.785453244375727,86.0307435503294,108.97105142386039,Flowering,Medium
Sugarcane,Clay,42.26753232364362,23.866615494968848,12.8335178624691,110.53913775255708,Seedling,High
Potato,Clay,43.25974340651615,91.9057472681328,69.67335503988451,174.88775703214878,Vegetative,Low
Maize,Clay,16.929576695807505,40.78704603831461,61.419682770689036,145.0115000544588,Fruiting,Low
Tomato,Loamy,27.07111618624123,85.5027079737064,29.961748606892186,49.91047844302401,Flowering,High
Maize,Sandy,15.703770651634633,49.1596339221052,50.585480054371914,177.68522843757137,Fruiting,Low
Maize,Clay,24.882499721233287,28.932504320701668,20.36429902083965,114.64853296960116,Fruiting,High
Wheat,Loamy,31.106046539118065,26.03324001570007,79.72777207612488,121.27589571480675,Fruiting,Medium
Maize,Silty,42.323847915298465,31.738092431034236,38.631846843651836,33.79627384443567,Maturity,High
Potato,Clay,40.39662967396208,38.741989615052354,60.08355763725732,171.5547191938228,Fruiting,High
Groundnut,Loamy,18.824991800159573,56.638876544811964,22.702102902980982,186.1930230033088,Fruiting,Medium
Rice,Clay,17.79091124222687,72.61234254243377,26.493187570496566,154.99812989898163,Vegetative,Medium
Cotton,Sandy,32.67802016270001,93.9798932363975,89.35650966425216,188.15049052900125,Vegetative,Low
Rice,Sandy,30.96353917376348,53.11300574668783,70.24691155530634,60.45998082446917,Maturity,Low
Sugarcane,Silty,22.991329242900715,58.86387067573324,86.95774958192567,172.22383367255424,Maturity,Low
Potato,Clay,41.983592536615056,59.13617760374417,33.66809321696353,97.7786285727485,Fruiting,High
Potato,Loamy,42.82099228384661,60.457576661595205,23.16503012958563,32.783440588716985,Flowering,High
Tomato,Silty,27.07834315020488,58.83054928283467,50.24547707830648,133.76011980668022,Flowering,Low
Potato,Clay,41.70907671340561,20.658106629643836,49.573462578187474,136.82405414117576,Seedling,Medium
Cotton,Silty,26.518466827889178,20.129361658238054,23.99572110063903,57.38490275133803,Flowering,High
Potato,Loamy,37.104504954891006,27.32497385945922,68.65756556651282,5.498666325514012,Flowering,High
Maize,Silty,29.278266526431725,27.616745257188413,38.94220275509873,39.96945181711267,Vegetative,High
Tomato,Silty,18.67749469521549,72.86726817160971,24.90921847444138,79.95550953477735,Seedling,Medium
Cotton,Silty,42.838026037110644,35.368702438699984,36.55867156346307,33.51258221197371,Seedling,High
Groundnut,Clay,28.622897801326097,87.10355785667096,55.09269597080121,38.80598964792084,Vegetative,Low
Groundnut,Loamy,37.03461120967211,89.64547471827646,68.11767457443545,78.27813287645391,Flowering,Medium
Groundnut,Sandy,26.015214432938762,93.1920003421924,48.551270884598765,192.35732286171208,Flowering,Low
Groundnut,Clay,15.566426357287039,90.43109786652651,52.04759918626988,152.84870308152966,Seedling,Low
Maize,Sandy,18.015910760755077,40.391624143889345,21.11567487541987,63.94968024531282,Flowering,High
Potato,Sandy,29.886584384697734,58.23326335276344,83.17527397665857,190.32081378370964,Seedling,Low
Rice,Clay,35.69893071379087,33.15912276477057,84.29793583936356,129.12935845174653,Flowering,High
Cotton,Clay,25.04205979737837,80.46572413793248,64.67412723344029,91.08992892802803,Fruiting,Low
Maize,Loamy,35.864653775329515,86.6323778858072,11.410512714721976,93.66003979102942,Vegetative,High
Groundnut,Loamy,35.95906768295868,83.84666294731362,52.96593727226608,82.14889356707837,Maturity,Low
Sugarcane,Silty,36.11807721983493,52.50252115226262,60.33751776708908,46.598410509187936,Fruiting,High
Potato,Sandy,29.775655620615254,76.90054135150856,89.5723378366488,77.32643844274114,Flowering,Low
Rice,Loamy,42.44658450364512,27.31843771822021,89.68535641558374,105.57927680867851,Maturity,Medium
Sugarcane,Silty,29.67589553941847,23.0183577964438,78.6088988260446,105.6054701460442,Fruiting,Medium
Tomato,Loamy,28.507955804899147,76.49273107315707,15.106479362089082,152.3473804425036,Vegetative,Medium
Sugarcane,Clay,20.981424570318808,51.901645574651276,86.26211126229839,71.75957143147052,Maturity,Low
Tomato,Loamy,24.229652620690096,94.6661948554677,59.012899772159926,143.35960586079048,Maturity,Low
Tomato,Sandy,16.2700347755491,27.29406618916493,74.07094163833436,115.61836775373693,Vegetative,Low
Groundnut,Loamy,34.00605880848511,84.17207611514253,42.57542797486828,192.36908090536687,Fruiting,Medium
Tomato,Sandy,22.456072317812787,55.99872991467438,35.57355769876718,77.05698520679654,Maturity,Low
Wheat,Clay,24.124657634563953,82.03626466279078,47.05953163870464,180.24329285215805,Vegetative,Low
Cotton,Sandy,38.12443564992964,81.28454616276086,21.749961037506154,164.1285094596579,Fruiting,High
Cotton,Loamy,24.816635494843617,88.6994001021558,38.56529110026449,127.53285691789138,Flowering,Medium
Groundnut,Silty,22.265876760394264,42.33875084645771,78.60939998146229,130.90289334842345,Seedling,Low
Wheat,Clay,20.07173247401117,91.23495150965023,13.036038900870519,16.929986921282136,Flowering,High
Sugarcane,Loamy,38.245752065458674,31.37502202682152,22.07024374596836,190.04492111868646,Flowering,High
Maize,Clay,18.891187739700808,26.14765831951179,20.00929277195884,21.387212699148783,Seedling,High
Sugarcane,Clay,28.612612807510608,52.37116380292618,42.246043416018246,112.64666174870142,Flowering,Medium
Potato,Loamy,30.20790348231583,82.1242226481382,89.75895207126894,66.0141600898309,Flowering,Low
Maize,Loamy,35.62169738057143,55.50658479750842,23.868634416910616,85.97039565797036,Vegetative,High
Tomato,Silty,33.99850446998987,82.19650081478855,21.63861196794081,122.03660216736341,Vegetative,Medium
Rice,Clay,39.32162018835524,74.7265104345729,83.20445838209235,181.77027557646431,Fruiting,Medium
Maize,Clay,16.342543017787143,35.707128960420015,80.56404135727726,91.51342471446029,Maturity,Low
Rice,Loamy,23.893221743381915,91.1661218674598,12.579229599724355,197.54591106128822,Fruiting,Medium
Cotton,Sandy,23.40402356326139,24.558587647205258,70.1364768143452,118.56241307029995,Vegetative,Low
Rice,Loamy,19.38050716776325,87.37097806578463,62.43725611811436,32.110788528434895,Vegetative,Low
Cotton,Clay,23.675347615693294,42.83325867427805,71.41926478821672,38.00185896625046,Seedling,Low
Wheat,Loamy,24.292959424287105,57.51110623732995,49.56019638367377,143.22220711785022,Seedling,Low
Wheat,Silty,30.65653385782435,51.67639045255508,89.31033747586365,10.079558848676351,Vegetative,Medium
Groundnut,Sandy,34.91113436778768,32.887591768768715,13.507761496877055,96.06831524444537,Flowering,High
Groundnut,Loamy,26.43301540835442,46.86101498012698,28.74972691230446,29.64382196070332,Fruiting,High
Tomato,Silty,36.58410693940144,34.47008272195964,41.723678957889206,86.643727035569,Vegetative,High
Maize,Clay,25.0849601573874,35.29148565953929,45.982235325256255,149.9834844143439,Vegetative,Low
Tomato,Loamy,23.70851031944281,34.029262701978524,83.70939221596149,91.76258564828683,Seedling,Low
Cotton,Clay,31.23564167571073,56.67630352599457,54.800349126180706,32.69022179618539,Fruiting,Medium
Tomato,Silty,15.711490809173718,79.84485256334867,13.60887964163151,50.38507407132848,Fruiting,Medium
Rice,Clay,17.39367370902001,62.67275253209308,42.629037074052945,73.50791773043647,Maturity,Low
Cotton,Silty,27.53908630759581,86.99049414131314,43.319232989525595,13.912236697282943,Vegetative,Medium
Groundnut,Silty,43.28738134175269,67.74083664325431,87.23927507502279,116.86752721622437,Maturity,Low
Wheat,Silty,36.645353395302706,71.70050867244532,57.935767281688655,121.50675825561004,Seedling,Low
Groundnut,Loamy,17.643797085016732,70.07054222952524,60.85208569271511,12.43038542651349,Maturity,Low
Maize,Clay,40.38954038342621,53.70943948878059,67.06024250010167,80.4622642348324,Flowering,Medium
Cotton,Clay,36.96902311824543,71.70041166500621,71.60314525456985,82.80013657694498,Vegetative,Low
Cotton,Sandy,33.3283957710796,25.228080985172088,60.80408561619913,66.76391371052024,Vegetative,Medium
Rice,Sandy,39.60878881827532,84.48886039367474,28.975548090714838,111.54794806622238,Fruiting,High
Maize,Sandy,27.123295432288714,78.3359107582938,79.92367314729313,69.19149801202235,Maturity,Low
Wheat,Sandy,21.645031525615583,38.39224686737591,68.56958403285041,83.28185589556121,Fruiting,Medium
Sugarcane,Clay,30.36070167326278,77.60243406905619,69.34963880775646,159.5047094883211,Maturity,Low
Cotton,Silty,31.465252667804215,20.948195105001385,89.72453913877993,32.42187108604029,Maturity,Medium
Cotton,Silty,31.14979116029736,36.29349293606603,74.20212278906527,123.82293906068418,Seedling,Medium
Rice,Loamy,31.95221374440316,24.885292900317197,76.33211225241226,101.11888033816912,Maturity,Medium
Tomato,Silty,43.46114754717543,78.5170187463421,86.11244125681267,61.014327495869814,Fruiting,Medium
Potato,Clay,42.067368692886944,76.69056133837904,22.09071998791151,145.50693129808215,Maturity,High
Wheat,Clay,41.27151109676818,81.0227017851373,49.818190118245425,110.2376719082296,Maturity,Low
Groundnut,Clay,39.04250432725881,20.336126999414663,56.445361887263005,95.47230539213906,Vegetative,Medium
Maize,Loamy,43.30284321795856,57.5924545008806,36.34205833779661,133.53386295424002,Vegetative,Medium
Cotton,Sandy,17.954839250382097,72.86271481380024,77.15226751156044,160.45806159627216,Vegetative,Low
Cotton,Silty,22.953697843372183,31.65508465542616,70.99356973165787,194.53375800671523,Flowering,Medium
Groundnut,Clay,29.851678369637547,68.73430456344684,67.67064596064992,125.8700736752747,Vegetative,Low
Wheat,Clay,40.39603479370216,26.308257448226428,89.77195518065335,174.8879970800766,Flowering,High
Potato,Sandy,30.154971345681975,33.59943920782349,30.75050987267124,0.21830820459138867,Flowering,High
Tomato,Clay,37.44104218024766,55.68476112459508,68.83658013403371,106.04713854517824,Fruiting,Medium
Cotton,Silty,19.168797157467488,69.01738645108264,54.11235799247205,42.92950975403962,Vegetative,Low
Potato,Loamy,22.572414389296807,30.940184521542207,35.039134599510085,18.838491416627434,Maturity,High
Wheat,Clay,36.95328285113017,33.89174981232034,22.846949657850068,106.39420341287843,Seedling,High
Groundnut,Silty,19.942020266631722,35.33347752992472,81.67070696540377,149.3653012298188,Maturity,Low
Rice,Clay,25.5406780396478,37.902560352423386,57.63643861662763,82.45450449487595,Vegetative,Low
Tomato,Sandy,22.945987734407144,36.99153863947184,75.99470701126357,134.021489868887,Maturity,Low
Maize,Clay,25.495850826674356,49.63618313732276,53.627598720123586,97.94385076818999,Vegetative,Low
Cotton,Clay,36.24972147233911,69.03422381275422,27.598166452321564,87.4171731918852,Vegetative,High
Wheat,Loamy,26.03541543428403,52.852383735085226,37.00390504802602,58.051328087172124,Maturity,Medium
Rice,Sandy,31.657899678238206,78.19804315624161,40.52310739788372,76.5187029002009,Flowering,Medium
Maize,Sandy,17.99795631163229,73.9451379461461,87.83478500029618,69.95912615888558,Fruiting,Low
Sugarcane,Loamy,39.15053079703883,29.489518553680675,10.4506622705106,129.2374368029763,Fruiting,High
Wheat,Clay,26.096658769443746,23.663121749055794,88.85328184196057,23.203702255827906,Fruiting,Medium
Wheat,Silty,34.45602477100027,85.84561729997046,88.43693080878646,18.527273737561202,Fruiting,Medium
Maize,Sandy,36.76168804985498,25.987329992215507,89.69206324241092,132.00259884169208,Seedling,Medium
Rice,Sandy,21.289827663351012,31.125438553978483,48.127054313570774,109.25961397577615,Vegetative,Low
Sugarcane,Clay,41.5402495486005,21.659995666858855,87.10471756967996,86.04001934853152,Seedling,Medium
Potato,Clay,33.48672754820859,67.12522739739903,41.64793454798619,30.48857688158071,Fruiting,High
Potato,Sandy,27.861754252544443,63.677792236876144,12.103555253470937,82.2054223738623,Fruiting,Medium
Groundnut,Clay,20.470055507346586,94.01777498264417,27.947774909741163,157.94635266400232,Maturity,Medium
Rice,Silty,43.2690281370362,86.5199297237879,85.62369959499077,177.9242471578514,Fruiting,Medium
Tomato,Sandy,37.65204612394875,50.81323831106823,11.101175466831998,140.51531399284403,Vegetative,High
Cotton,Silty,21.240736881997467,47.86893806844012,53.679530833838,11.982435176176164,Fruiting,Medium
Maize,Silty,25.131323241726733,42.26390257099888,16.048127111574324,134.0819553202237,Fruiting,High
Groundnut,Clay,39.2902277426422,31.430519002841102,32.91172627420628,48.197117909258914,Seedling,High
Sugarcane,Silty,35.87032989646017,30.35627424515068,17.047428056950935,63.05024860528101,Vegetative,High
Maize,Clay,37.97352878147173,29.921278100720407,78.76228968904451,39.1746415919969,Flowering,High
Maize,Loamy,28.23603306638797,28.55860678900839,57.28565677181646,155.15115812404093,Maturity,Low
Rice,Clay,36.494287879265,38.03840318041527,82.16851725746503,129.7204245274558,Flowering,High
Cotton,Silty,26.594811685917414,43.000147273483734,65.06825596321826,122.36701091983618,Seedling,Low
Tomato,Loamy,21.337887508145894,92.11842282791869,87.68233049960797,133.59452193385522,Fruiting,Low
Potato,Clay,33.980311045240796,63.38549382514143,50.79021238083253,47.35445228078068,Maturity,Low
Wheat,Silty,44.280417767963826,94.06968308849608,61.09684654102996,88.92888286507232,Vegetative,Low
Wheat,Sandy,24.31802914185989,47.935021086925495,56.10470559112453,126.65074430979783,Maturity,Low
Maize,Sandy,28.82908776637619,54.32199744420808,48.74083435572902,127.31880552366009,Seedling,Low
Potato,Clay,35.22004113209561,44.34339943739594,77.67674923384101,158.3703725510261,Fruiting,Medium
Potato,Clay,31.245188463674637,33.71657381724145,61.56201085362881,57.420793337622115,Seedling,Medium
Cotton,Sandy,40.302833871271474,30.73735308331844,74.10498118843782,154.0672243393645,Vegetative,Medium
Sugarcane,Silty,37.85228119408548,90.8809398355874,72.90911492819305,88.03689612338714,Flowering,Medium
Sugarcane,Silty,16.74891611587071,94.01080113490669,25.283612852423623,134.03453841178697,Fruiting,Medium
Groundnut,Silty,44.95263701771322,23.368212238154868,62.0130826014115,91.14387601305735,Fruiting,High
Rice,Clay,37.57207361158402,31.27594060488249,25.97184153450673,189.72203395818866,Seedling,High
Cotton,Loamy,40.917099488823396,51.764306922576694,56.66563825950167,35.86045294832889,Seedling,Medium
Cotton,Loamy,34.535931362860396,33.97501072583055,64.19477475570403,135.0010177164714,Seedling,Medium
Rice,Loamy,40.688553841402864,47.291029522016245,89.77880572700695,115.30700015363178,Fruiting,Medium
Potato,Loamy,18.371489247861284,29.682226239472502,12.443358251979069,34.54620818954892,Seedling,High
Sugarcane,Loamy,25.432135066779466,54.23838175413427,17.299391529097676,13.201267162333586,Maturity,High
Sugarcane,Clay,41.29262830813478,40.37709621269445,16.162135709698518,159.82887779433273,Maturity,High
Potato,Clay,21.049656338006766,46.39287918189956,41.868902901339204,31.490266729253037,Maturity,Medium
Sugarcane,Loamy,17.34726295740068,27.07344885970607,75.7270689188651,37.301336557155196,Fruiting,Medium
Maize,Clay,38.64356819835657,52.109603803260626,77.52450662297085,195.68684479780788,Seedling,Medium
Cotton,Clay,40.06458466929888,93.74432082211774,68.95836765769214,143.45217029532614,Vegetative,Low
Wheat,Loamy,19.879566545697017,44.66247851608927,81.75025934639581,50.0973683202445,Seedling,Low
Rice,Silty,40.63037948348146,85.73219561318263,35.8287955335562,118.18979203032025,Fruiting,High
Sugarcane,Clay,35.60303386791509,83.23993562177638,17.05237154018393,106.82236768050267,Maturity,High
Groundnut,Silty,30.602480496497517,91.4043813722908,14.65224223918801,168.8946535027695,Fruiting,High
Sugarcane,Clay,39.90750578344155,79.25821342003209,78.1706175695509,145.86414956652487,Seedling,Low
Sugarcane,Clay,27.577477479568973,69.46976202941113,68.4349035482953,166.34422509863717,Fruiting,Low
Tomato,Loamy,20.819818686701915,84.24383331705933,65.88922448088967,42.30131759547249,Vegetative,Low
Maize,Clay,23.54558029831841,25.673351049301225,37.1741070836535,128.04384087340105,Fruiting,High
Rice,Sandy,30.154920548799446,54.71229928991058,40.3924150894581,8.048171683676063,Flowering,High
Tomato,Sandy,30.939923780195272,94.19421789612942,86.64908231194553,13.788122455844022,Fruiting,Medium
Tomato,Loamy,39.16742479323701,77.72001134710493,15.104379527834801,142.70540654091945,Seedling,High
Groundnut,Silty,38.74058170957004,92.15565335279173,71.89853895502341,4.88402052878627,Flowering,High
Cotton,Silty,32.44099671613725,78.47257671001094,34.77066589667145,115.95300178010184,Maturity,Medium
Groundnut,Silty,38.42356450096429,85.61614755816082,13.124369473004487,168.081019688906,Seedling,High
Cotton,Sandy,20.75320374881013,72.98972242273933,69.40560885939648,75.98836168360572,Vegetative,Low
Cotton,Silty,16.50193581279883,77.03765033129298,36.47295085426997,8.968087367982559,Fruiting,High
Rice,Silty,41.209014679041005,59.23835073796255,67.77180149942373,142.76948992574538,Fruiting,Medium
Sugarcane,Loamy,17.266634812883087,89.31782756105997,66.61235064944961,185.93729049283016,Seedling,Low
Rice,Silty,22.40065289231992,81.87791829675211,52.782950034649204,143.43427841165357,Fruiting,Low
Maize,Sandy,35.85956848873154,83.29137242492241,72.1898503368439,115.68944860055505,Fruiting,Medium
Cotton,Sandy,27.283438128819274,70.47568257222892,56.48306593369948,46.00576597581201,Maturity,Low
Tomato,Sandy,41.28941909746526,42.84349603154368,32.93094822786085,3.0751248088993988,Fruiting,High
Sugarcane,Loamy,23.939393839868085,22.67223465426045,68.72922408515352,138.93442169581064,Fruiting,Medium
Wheat,Loamy,15.356140400080779,90.17413470571584,57.131185270217884,46.20523516885859,Maturity,Low
Maize,Clay,24.019669216822322,63.959026160412265,11.018182535193644,171.6325354364715,Fruiting,Medium
Rice,Silty,32.34225147554495,42.36072283611052,82.13153422162475,93.27282376652227,Maturity,Low
Groundnut,Loamy,26.278151262098802,31.185133088565337,53.651489465945076,106.12711647449125,Vegetative,Low
Maize,Sandy,31.046182672762658,82.2142374125566,79.49018123836254,150.78730885327334,Fruiting,Low
Maize,Sandy,41.29794356505056,82.7390145835684,80.61894711857957,155.88612156066864,Seedling,Low
Sugarcane,Loamy,42.37455162691106,81.08809760978986,45.59733253880708,128.53016661611363,Flowering,Medium
Maize,Loamy,22.979221939623365,68.38120189750896,50.61279971609848,187.6863630825486,Vegetative,Low
Maize,Loamy,28.864214198097024,47.4511540693907,43.260351014048155,196.45968726408387,Fruiting,Medium
Wheat,Clay,31.474320457243536,42.80527135851928,45.95494202464364,189.37708887492337,Seedling,Low
Potato,Sandy,43.47337370664741,20.641607758862765,81.61177271773822,164.8358370687887,Flowering,High
Groundnut,Clay,44.95851957493154,82.52056690161803,73.05152111743288,141.1250440488503,Maturity,Low
Groundnut,Clay,22.0622174652458,26.557452312023184,20.12205410524624,132.6651715763335,Fruiting,High
Groundnut,Silty,36.80939614037446,67.30662485305757,58.82462252320767,20.75003538410678,Maturity,Medium
Cotton,Sandy,26.340931866995852,57.80562101300663,89.67253123090738,54.296869363822495,Vegetative,Low
Tomato,Sandy,15.243245906586397,59.50170191947634,57.64405609859886,1.137644705875407,Flowering,Medium
Potato,Loamy,15.27757567307707,89.503463398083,72.86973004744844,27.481974046798374,Flowering,Low
Groundnut,Loamy,28.81698022686767,22.37112584534316,71.52491787049368,87.84589543383767,Maturity,Low
Maize,Silty,29.65004739013004,78.00441684715793,38.02540206978628,29.30731015781467,Maturity,Medium
Maize,Clay,15.67709089720328,23.903929877548034,39.74794421631671,180.33268293535158,Vegetative,Medium
Groundnut,Loamy,35.60782250322907,22.86152044515329,67.92611374323226,161.1398370670564,Seedling,Medium
Sugarcane,Loamy,23.820101657848593,52.236327360603646,49.99868252838681,14.322382417903645,Fruiting,Medium
Groundnut,Sandy,31.79679304607848,24.730638075722503,55.64565673043104,49.782743093453206,Seedling,Medium
Maize,Sandy,24.027572194962563,79.1857963469684,67.03246322918702,163.81437692230176,Flowering,Low
Cotton,Loamy,20.014029446079213,59.71723202362529,72.20600216312403,160.6092253119747,Fruiting,Low
Rice,Sandy,27.215212157966256,22.177908699483083,31.721326218645707,189.09011002355777,Vegetative,Medium
Rice,Silty,21.968200943715022,23.037551486143965,21.743500754957033,199.50955232347206,Seedling,High
Potato,Loamy,31.04402930757504,65.95013973046096,33.34357173789802,195.25401264822437,Seedling,Medium
Potato,Sandy,20.964855908594398,80.45838632438037,50.60306600736604,82.0275971442883,Fruiting,Low
Groundnut,Silty,30.252179299338813,52.83496484560801,37.37130538376313,50.065688760406445,Vegetative,Medium
Wheat,Sandy,19.721355446066028,61.59355036517183,55.4690207078075,151.6820380854125,Vegetative,Low
Groundnut,Sandy,35.12924128457355,79.98720905374262,14.277257930050276,59.85457854880616,Seedling,High
Sugarcane,Sandy,37.61813053324272,65.78796305313644,50.78003292910138,161.28007202626594,Seedling,Low
Groundnut,Loamy,18.311827027498012,36.85701782441146,39.43879255501663,106.79094607958488,Maturity,Medium
Potato,Clay,29.034072361120174,65.9789019402109,52.773340391430594,158.78545504699076,Fruiting,Low
Rice,Sandy,17.12615101964621,67.12095942989102,43.802668390798146,55.175975943402086,Vegetative,Low
Maize,Silty,32.945473366260074,75.0580235660845,32.738068051003395,101.60546311076418,Flowering,Medium
Groundnut,Loamy,22.93212893788936,66.56556406676009,82.32863243661086,112.80475872043641,Fruiting,Low
Maize,Loamy,30.828733705161234,92.69315978435284,24.781199073708553,188.62161354402642,Maturity,Medium
Maize,Silty,30.523830281528735,34.79662315378013,64.50924604644477,53.31951536608346,Fruiting,Medium
Wheat,Sandy,42.73063038581401,91.33180096753073,83.97157700659312,187.33764785697892,Seedling,Low
Maize,Clay,31.472496677061688,60.37546177625122,53.093596774834644,160.97178309314316,Fruiting,Low
Rice,Sandy,32.48995439154947,70.3967105371184,80.11267908635857,146.17881081733907,Fruiting,Low
Cotton,Silty,27.04959377293141,27.45961980891424,19.98811827466275,157.37405383702503,Fruiting,High
Cotton,Loamy,43.472388095484504,48.54319560335803,49.50310162051265,121.0850091760114,Flowering,Medium
Tomato,Clay,38.31557728318829,77.70343598473795,46.562022438475154,48.81600209249717,Maturity,Medium
Sugarcane,Loamy,23.562158709085246,73.01832613242428,10.649504562959589,37.898993767970545,Fruiting,High
Groundnut,Silty,40.32628757328696,23.010454112405764,45.46058730874676,173.26828717007808,Fruiting,High
Sugarcane,Sandy,27.9718908055527,60.994569762293345,39.522380510607825,145.02788051916664,Flowering,Medium
Rice,Clay,39.86001430600782,26.620864472630707,63.58389822196923,42.64085655218981,Vegetative,High
Maize,Loamy,39.68664204880506,94.68923218836217,85.06638228612148,123.0186731748803,Fruiting,Medium
Cotton,Loamy,20.66610560288563,87.2972441399971,16.86328706096292,89.50929628284476,Fruiting,Medium
Sugarcane,Loamy,36.03423394150731,21.581049532140273,36.198110937169844,31.731033992618784,Vegetative,High
Rice,Sandy,23.71928907919593,84.39871841769731,45.52517899154015,106.37142187143287,Fruiting,Low
Cotton,Clay,23.924780099780044,88.95722004188057,46.41483024275067,56.30381849328345,Fruiting,Low
Maize,Sandy,23.89044230641742,46.51611669225913,71.9847776673803,19.248824831514312,Fruiting,Medium
Sugarcane,Sandy,36.76704742679844,73.96262412858243,45.47165326667526,93.39165970908216,Maturity,Low
Cotton,Sandy,21.89478125377608,53.15778096558342,12.172904116292269,118.02171041871236,Seedling,Medium
Groundnut,Silty,15.027175057382706,69.1424363432258,66.8083275674265,9.381282076230102,Maturity,Low
Potato,Silty,36.457105604479,45.52380532236436,80.78637561165374,80.41854988219936,Vegetative,Medium
Groundnut,Silty,20.13554231505376,44.191942747495126,51.112377003973826,51.53238396733706,Maturity,Low
Tomato,Clay,18.13447185923504,51.83254166431843,56.48868173588043,6.130118141446483,Maturity,Medium
Tomato,Sandy,22.125483617821804,30.917581898937584,23.03491511752369,25.13250992230116,Flowering,High
Cotton,Sandy,26.397015669681117,82.33542233265369,27.651675574316563,27.80683176367551,Vegetative,Medium
Potato,Silty,29.27718982419602,46.15234215212275,28.81361912996894,36.57484962359423,Vegetative,High
Rice,Sandy,16.337101221378923,50.011216542938385,44.45935799050362,160.67551428758424,Vegetative,Medium
Groundnut,Sandy,44.117199978820814,87.05409595266084,84.25161767165137,87.89837329562783,Maturity,Low
Rice,Loamy,36.48189160258674,57.24678605473785,51.742781337190884,29.417198454077376,Vegetative,Medium
Potato,Sandy,24.695821959730083,60.81904320131472,25.367811616108213,20.05939338557785,Flowering,High
Rice,Loamy,24.560917718561917,91.73735935828239,31.28701886951597,59.588091745807816,Fruiting,Medium
