N,P,K,temperature,humidity,ph,rainfall,label
13,140,123,21.4,78.23,5.73,131.01,apple
14,15,45,23.5,50.15,5.68,139.76,orange
46,78,42,34.71,60.14,7.31,130.73,papaya
13,39,29,25.71,48.48,7.87,66.14,lentil
128,49,28,23.9,49.19,6.96,148.5,cotton
60,40,56,31.38,92.36,5.61,239.54,jute
12,19,28,31.23,92.68,6.9,288.93,coconut
13,39,31,25.4,26.35,7.25,48.9,lentil
30,138,117,15.3,73.01,6.35,231.49,apple
90,54,69,25.56,67.22,7.29,54.07,muskmelon
37,63,29,26.26,53.27,7.53,70.32,blackgram
41,55,26,34.53,58.77,7.86,76.38,blackgram
35,57,18,23.47,34.29,6.0,101.2,pigeonpeas
47,64,27,23.53,36.53,7.69,86.76,chickpea
79,45,42,20.45,92.29,6.63,299.96,rice
129,41,38,32.76,49.91,7.68,77.22,cotton
30,55,31,22.9,46.42,5.68,75.94,pigeonpeas
44,58,21,21.5,36.99,5.61,73.74,kidneybeans
69,36,31,21.32,76.61,6.45,118.09,maize
78,89,41,29.36,79.1,6.78,119.36,banana
108,34,28,27.24,84.75,6.69,207.49,coffee
21,15,11,23.4,81.62,5.6,100.65,orange
48,66,42,26.07,64.48,6.87,166.18,papaya
17,13,59,28.16,80.02,6.54,266.85,coconut
22,41,17,28.15,23.38,6.35,79.37,mothbeans
96,44,38,21.14,90.23,6.24,165.17,rice
23,131,130,29.82,73.53,7.03,86.13,grapes
13,39,25,18.98,30.88,7.89,78.94,lentil
65,42,64,23.98,84.92,6.53,128.16,papaya
49,46,25,17.06,31.19,7.8,59.74,chickpea
33,49,28,20.47,17.22,6.44,73.93,chickpea
27,153,152,19.75,85.64,6.21,230.29,apple
91,61,64,27.37,51.08,7.37,60.71,watermelon
94,43,39,24.45,93.72,6.39,235.51,rice
71,69,42,29.56,63.91,7.45,181.14,papaya
18,59,22,31.62,60.07,7.22,96.74,mungbean
84,35,19,18.37,65.57,6.53,172.67,coffee
77,59,51,23.84,60.11,6.8,110.72,papaya
34,28,25,21.82,37.99,7.32,63.55,pomegranate
31,115,145,20.33,64.14,6.39,147.22,apple
115,24,29,22.33,73.77,6.94,158.5,coffee
25,39,20,32.69,47.02,7.13,51.05,blackgram
87,37,16,20.32,66.57,7.24,103.63,maize
23,25,37,28.29,39.02,5.75,87.07,pomegranate
39,48,24,26.07,53.23,7.25,68.21,pigeonpeas
87,43,66,31.05,68.42,6.8,34.59,muskmelon
15,58,32,32.42,36.71,6.18,44.06,mungbean
27,43,25,34.99,32.2,7.16,54.13,blackgram
115,28,16,25.17,63.31,6.58,141.85,coffee
11,10,51,26.6,86.71,6.93,237.18,coconut
41,43,26,25.4,47.96,7.16,78.55,blackgram
140,40,18,23.87,64.83,7.15,134.79,cotton
91,55,57,34.18,69.36,6.33,95.82,watermelon
17,64,28,24.91,49.33,7.17,86.58,pigeonpeas
107,62,46,33.22,71.81,7.26,138.5,banana
14,121,131,20.11,87.87,6.81,120.18,apple
31,106,173,17.15,66.14,5.77,102.1,apple
18,51,18,27.88,32.05,7.3,53.23,lentil
75,49,79,23.86,63.03,6.17,157.31,papaya
18,57,34,26.77,58.88,6.06,64.33,mungbean
88,58,33,19.37,69.41,6.71,85.45,maize
23,48,33,29.8,30.45,6.24,132.16,pigeonpeas
69,50,36,34.25,83.07,5.59,201.37,jute
24,32,29,21.19,56.98,6.06,155.55,orange
18,25,46,34.08,63.18,7.2,88.54,pomegranate
27,40,29,30.56,44.34,7.37,41.26,mungbean
61,47,36,26.05,84.01,7.23,282.42,jute
79,50,44,23.7,89.95,5.07,187.87,rice
24,40,20,21.38,37.33,6.47,35.88,lentil
37,27,56,26.16,70.87,6.02,191.81,coconut
78,45,50,29.4,77.59,6.62,250.42,jute
23,44,35,29.72,39.1,6.33,66.64,blackgram
24,41,16,25.08,27.54,6.71,130.48,pigeonpeas
15,140,149,27.87,52.64,7.29,69.46,grapes
93,49,56,24.26,52.39,6.34,96.57,watermelon
14,23,13,19.38,64.56,5.76,172.55,orange
63,44,38,26.9,87.47,5.66,159.53,rice
39,56,29,21.03,21.1,5.75,82.28,kidneybeans
33,67,39,18.27,30.26,6.27,80.06,chickpea
86,53,50,25.58,81.14,6.21,224.35,jute
116,65,48,28.22,90.92,6.8,192.13,banana
39,31,51,33.04,62.18,5.86,126.78,mango
94,52,60,29.97,50.96,6.92,65.81,muskmelon
17,22,34,28.57,81.56,7.29,157.66,orange
113,35,31,21.66,69.12,5.02,228.37,coffee
92,16,38,23.86,68.94,5.3,227.84,coffee
106,42,48,25.53,73.87,6.63,41.46,muskmelon
35,53,28,26.56,51.88,6.13,62.64,mungbean
118,61,19,25.45,58.36,7.28,87.59,cotton
38,144,137,20.69,80.78,6.39,231.8,apple
96,41,49,31.09,74.22,7.45,223.22,jute
25,49,18,31.91,36.7,6.47,70.2,mungbean
17,54,31,22.8,53.41,6.81,69.73,lentil
70,63,59,28.22,57.39,6.01,41.77,muskmelon
81,50,30,18.82,76.94,6.03,67.77,maize
20,60,17,21.64,44.15,6.7,76.78,lentil
39,18,57,27.26,94.97,6.66,156.34,coconut
20,74,38,19.83,22.41,6.7,80.99,chickpea
35,62,24,22.16,20.25,6.45,105.66,kidneybeans
76,48,54,33.65,72.59,6.27,266.42,jute
71,67,66,27.32,72.36,7.02,190.9,banana
15,56,21,34.27,53.95,7.14,37.15,mothbeans
109,47,40,31.87,55.14,5.71,54.25,watermelon
73,51,44,33.7,80.4,6.94,237.74,banana
34,45,35,27.38,38.98,7.01,63.04,blackgram
98,38,53,33.36,93.86,5.92,225.59,jute
15,55,21,25.4,53.73,6.3,127.18,pigeonpeas
89,40,36,25.89,69.91,6.07,137.82,coffee
24,48,28,27.59,42.66,6.17,65.16,blackgram
17,123,169,29.49,62.11,5.93,67.8,grapes
18,114,101,17.61,59.28,5.73,99.29,grapes
80,67,67,22.49,78.17,6.73,110.58,papaya
28,15,45,27.48,78.93,5.89,114.58,mango
23,50,35,32.69,33.93,7.66,38.54,mothbeans
99,41,52,26.09,79.75,6.46,205.17,rice
38,55,28,21.45,34.43,6.8,109.04,kidneybeans
19,128,131,32.27,77.88,6.11,93.2,grapes
108,62,62,24.0,78.62,7.13,94.24,watermelon
35,37,27,18.25,80.16,5.44,142.19,orange
110,63,17,27.56,60.97,7.75,149.77,cotton
40,66,38,21.02,27.97,6.37,78.56,kidneybeans
25,42,35,23.43,37.98,6.87,86.6,pigeonpeas
31,58,15,22.61,44.85,6.47,60.43,pigeonpeas
48,47,43,19.81,17.54,6.97,60.27,chickpea
31,29,47,29.01,53.55,5.56,67.27,pomegranate
30,151,101,23.06,77.22,6.98,77.14,grapes
36,22,31,25.52,93.16,5.56,219.38,coconut
102,72,61,27.69,89.13,6.37,172.63,banana
17,21,42,25.68,45.6,6.42,107.26,pomegranate
81,50,54,23.45,77.55,5.57,204.46,rice
110,60,66,34.02,93.58,6.54,201.56,banana
75,66,47,30.26,91.53,5.66,110.89,banana
78,78,53,26.2,77.99,6.68,110.83,banana
109,48,29,33.55,54.78,5.83,98.93,cotton
117,58,60,28.42,77.27,6.78,86.15,watermelon
20,41,21,31.43,54.04,7.04,61.75,mungbean
49,38,45,27.11,55.12,5.71,151.9,mango
12,18,36,26.54,61.2,7.16,103.99,pomegranate
102,40,41,31.29,79.28,6.5,35.93,muskmelon
16,22,30,29.34,79.37,7.27,130.92,orange
69,36,15,26.89,65.69,6.27,100.78,maize
100,87,59,28.56,87.24,6.19,141.59,banana
99,36,35,27.16,68.94,6.9,139.72,coffee
92,58,46,28.02,90.06,6.56,252.67,jute
31,51,16,31.39,33.26,6.87,64.63,blackgram
19,40,30,27.53,50.29,6.21,36.3,mothbeans
91,35,49,31.77,64.52,7.47,73.71,muskmelon
38,53,37,25.5,40.28,6.93,61.35,blackgram
32,146,107,25.28,56.95,5.86,90.52,grapes
24,115,140,15.61,53.95,7.27,87.58,grapes
123,62,35,33.63,45.35,7.91,97.35,cotton
13,160,110,16.45,76.36,6.1,82.51,grapes
16,50,18,20.27,35.81,7.07,105.29,pigeonpeas
20,38,47,21.39,77.94,6.08,171.75,orange
39,59,23,32.28,32.1,7.34,70.27,mothbeans
38,43,54,31.2,49.14,6.05,111.48,mango
88,21,21,21.95,79.61,5.88,220.88,coffee
55,21,38,30.66,67.67,6.27,166.91,mango
28,46,24,18.92,45.12,7.64,46.01,lentil
22,43,24,32.62,24.41,6.39,77.57,mothbeans
29,47,33,25.73,41.22,6.52,86.95,mungbean
71,55,42,26.72,78.32,6.18,192.4,papaya
10,34,24,26.13,52.59,5.44,168.97,orange
102,51,58,30.8,77.75,5.67,113.64,banana
12,25,54,25.9,78.09,6.46,239.5,coconut
25,21,58,31.62,72.05,6.3,113.63,mango
34,39,32,32.95,36.53,6.21,57.28,blackgram
65,58,37,22.67,69.78,6.3,63.29,maize
84,43,61,32.69,57.34,6.07,72.44,muskmelon
30,60,18,34.35,60.06,7.88,83.83,blackgram
83,17,25,26.15,86.65,5.49,194.67,coffee
73,83,36,28.04,83.56,5.8,211.95,banana
22,10,17,27.14,71.42,6.97,105.39,orange
13,60,31,21.38,27.1,6.11,40.42,lentil
67,47,25,26.23,64.06,6.66,97.94,maize
28,43,24,31.45,59.81,6.35,64.32,mungbean
119,57,21,24.86,73.42,7.89,149.05,cotton
113,64,20,26.05,60.3,7.66,91.67,cotton
64,52,36,30.8,73.52,7.39,289.96,jute
39,40,31,28.34,59.23,6.63,74.7,mungbean
28,60,31,18.5,37.07,5.86,95.7,kidneybeans
38,60,27,21.52,32.22,7.75,75.45,chickpea
39,45,18,31.72,59.17,6.86,52.41,mungbean
12,21,35,22.17,50.47,6.17,86.53,pomegranate
28,45,28,23.16,38.13,6.62,69.3,lentil
20,49,20,27.53,39.59,6.67,39.81,lentil
86,42,59,25.9,86.09,6.22,212.94,rice
90,67,43,34.81,75.81,6.88,96.32,watermelon
115,23,30,18.77,67.74,5.19,160.97,coffee
29,20,29,32.18,65.35,6.85,53.29,pomegranate
21,37,15,19.23,37.31,7.87,63.68,lentil
27,57,16,25.49,45.45,6.71,65.78,blackgram
34,132,126,17.73,76.63,6.44,93.91,grapes
42,46,24,33.05,48.4,6.29,111.66,mango
84,36,50,21.36,76.3,6.9,294.84,rice
104,17,33,27.95,84.57,6.11,183.02,coffee
111,88,63,30.64,82.33,5.58,247.65,banana
126,39,19,25.21,74.21,6.49,109.9,cotton
111,34,35,18.04,75.04,6.41,140.2,coffee
33,58,35,24.54,21.02,6.24,57.9,chickpea
39,29,31,25.45,84.14,6.77,260.91,coconut
29,50,32,30.77,43.82,7.2,72.42,mungbean
34,63,26,23.1,38.03,6.95,60.72,pigeonpeas
95,85,43,24.86,78.91,7.0,182.6,banana
90,58,37,30.5,94.73,5.83,107.0,banana
22,46,25,18.09,37.68,7.44,54.92,lentil
17,53,22,25.07,46.14,6.35,89.13,mungbean
77,57,75,27.84,89.38,7.44,132.91,papaya
41,56,19,18.09,33.99,6.29,95.97,kidneybeans
113,43,55,31.67,67.6,7.17,44.34,watermelon
34,27,44,31.74,94.9,5.73,277.43,coconut
42,62,29,18.78,31.18,6.19,103.23,kidneybeans
85,57,30,20.1,55.61,7.24,61.28,maize
31,45,34,34.7,79.19,6.04,84.1,mango
14,128,175,18.72,79.34,7.49,77.78,grapes
19,41,23,27.41,43.53,7.65,63.65,mothbeans
79,72,46,25.61,69.89,6.98,175.7,papaya
27,17,40,22.33,82.27,6.64,123.64,orange
80,56,51,21.3,76.41,6.28,153.98,rice
20,9,45,29.32,87.82,7.26,205.68,coconut
41,42,20,30.05,60.75,6.12,78.84,blackgram
19,55,24,27.56,42.86,7.77,53.49,lentil
81,55,55,27.54,53.96,6.25,80.34,watermelon
24,40,54,26.83,40.84,5.95,85.65,mango
37,32,35,28.0,42.09,6.87,123.62,mango
17,62,25,26.5,54.04,5.63,111.87,pigeonpeas
18,12,36,20.86,38.87,5.94,82.5,pomegranate
32,41,30,32.6,42.5,6.62,52.58,mungbean
23,56,30,18.51,35.56,6.97,69.51,kidneybeans
25,54,25,29.83,49.34,6.72,72.99,mothbeans
36,15,35,25.88,83.31,5.73,232.39,coconut
39,46,30,24.97,41.39,6.28,63.18,kidneybeans
74,59,43,24.15,89.06,5.73,295.77,rice
27,43,17,34.53,32.41,6.45,57.88,mungbean
97,46,59,27.71,92.06,5.59,207.76,rice
17,29,42,28.66,57.67,5.56,93.27,pomegranate
114,21,25,22.99,76.0,6.32,125.41,coffee
14,42,28,29.59,52.47,7.01,70.78,lentil
11,46,20,25.5,45.36,6.22,60.42,mothbeans
24,56,21,22.3,52.55,5.7,100.48,pigeonpeas
17,10,42,20.49,55.83,6.58,117.82,pomegranate
35,38,30,30.31,30.08,6.99,45.0,mothbeans
32,47,37,33.94,43.43,7.23,96.35,blackgram
47,72,57,23.21,74.53,6.14,112.89,papaya
87,41,46,24.19,73.79,5.68,185.96,jute
71,86,42,26.5,76.99,5.75,195.89,banana
49,43,48,30.49,58.0,7.22,175.68,mango
50,47,37,24.87,20.98,6.28,54.86,chickpea
74,53,54,34.38,53.68,6.32,31.48,muskmelon
36,20,40,32.82,57.66,6.48,164.88,mango
35,62,19,32.52,52.73,6.55,73.72,blackgram
102,56,40,29.28,55.92,7.37,38.73,muskmelon
16,61,30,26.76,43.74,7.23,106.95,pigeonpeas
69,59,35,18.8,65.44,7.26,116.68,maize
20,21,35,26.73,66.86,6.0,178.62,orange
12,29,44,26.89,42.83,7.37,74.12,pomegranate
21,40,50,19.61,75.41,5.13,83.02,orange
14,55,32,21.47,53.57,6.1,41.75,lentil
112,57,40,28.72,62.24,5.73,80.57,watermelon
27,45,32,26.45,50.23,6.09,44.27,mungbean
36,10,53,27.66,78.21,5.82,175.14,coconut
23,39,31,26.22,55.4,6.19,44.23,mungbean
23,26,47,26.34,80.52,6.91,295.99,coconut
17,55,34,25.95,35.75,6.67,73.53,mothbeans
36,58,23,25.51,21.38,7.15,49.64,mothbeans
60,78,47,31.36,78.43,7.02,135.12,papaya
30,19,29,24.9,71.81,6.99,256.78,coconut
82,55,57,22.54,77.2,5.46,214.07,rice
70,53,36,25.47,64.93,6.84,72.3,maize
103,52,68,32.55,58.56,7.19,65.94,watermelon
27,120,126,27.9,75.54,6.72,92.66,grapes
75,47,45,31.16,78.9,7.43,290.42,jute
28,22,29,26.16,42.62,7.43,59.14,pomegranate
12,28,49,21.17,53.63,6.11,77.5,pomegranate
25,55,38,20.81,24.4,6.79,68.38,chickpea
82,53,21,26.97,79.37,6.8,71.97,maize
56,33,26,34.14,70.3,6.96,150.92,mango
24,25,24,23.43,65.89,5.54,102.69,pomegranate
21,45,17,26.47,41.92,6.13,94.65,mungbean
132,41,20,26.42,54.54,7.89,128.91,cotton
34,46,23,34.35,40.04,6.18,75.07,mungbean
71,55,23,22.1,55.29,5.64,83.55,maize
42,52,40,18.98,25.05,5.78,104.7,kidneybeans
30,57,36,29.63,53.83,6.57,99.08,pigeonpeas
85,23,29,19.87,84.02,6.94,147.92,coffee
81,39,35,28.65,73.43,5.82,161.54,jute
102,64,35,28.37,47.6,6.98,125.88,cotton
81,27,37,21.62,87.97,6.26,241.44,coffee
109,49,39,33.06,49.36,5.57,143.35,cotton
15,52,19,27.18,50.59,6.5,43.16,mothbeans
87,53,64,29.11,66.13,7.49,63.95,watermelon
95,66,59,28.63,94.04,6.7,221.12,banana
19,45,37,29.0,52.25,7.02,107.77,pigeonpeas
74,36,39,25.95,78.19,7.49,70.43,maize
35,119,119,20.25,65.13,6.99,75.16,grapes
51,31,52,30.8,44.52,5.81,123.7,mango
97,55,51,26.97,91.07,5.37,283.88,rice
27,153,169,19.51,60.46,6.14,190.93,apple
98,88,50,27.6,85.17,7.36,225.54,banana
89,60,44,33.16,87.44,6.88,198.88,jute
34,43,19,25.85,36.33,6.96,72.05,mothbeans
16,113,100,18.01,82.47,6.69,130.37,apple
36,40,34,28.77,43.57,6.09,69.17,mungbean
115,57,38,31.81,51.81,7.72,88.76,cotton
12,11,40,29.84,85.61,5.98,225.49,coconut
78,69,61,33.54,85.66,6.84,118.94,banana
108,52,35,31.99,69.09,7.7,143.77,cotton
37,102,160,22.59,88.59,5.58,189.53,apple
31,27,32,21.34,50.32,5.96,70.38,pomegranate
83,36,48,30.7,74.78,6.05,246.05,jute
44,59,32,18.07,17.02,7.46,69.86,chickpea
35,21,14,27.43,50.27,6.19,99.28,orange
31,36,24,33.26,58.06,6.92,52.76,blackgram
123,60,20,32.2,62.88,7.73,67.2,cotton
23,46,36,21.86,28.67,6.46,65.64,chickpea
97,57,41,25.28,91.34,6.11,229.45,rice
118,26,35,27.42,86.31,5.42,184.48,coffee
57,43,41,31.04,73.15,6.83,155.77,papaya
39,47,17,27.19,43.71,6.8,81.39,pigeonpeas
80,45,55,32.4,73.35,5.68,286.22,jute
89,48,45,31.9,73.1,6.42,82.85,watermelon
31,47,33,17.54,35.01,6.47,71.6,chickpea
64,50,60,21.12,85.37,6.75,261.12,rice
37,36,40,25.89,54.2,6.33,115.68,orange
43,57,30,32.98,64.57,6.91,73.76,blackgram
119,52,58,28.87,93.72,5.99,179.81,banana
84,46,55,24.22,57.59,6.53,40.9,watermelon
37,52,17,24.65,49.11,7.3,76.28,pigeonpeas
112,55,29,27.67,61.2,5.99,93.07,cotton
81,31,25,24.73,77.66,5.45,230.14,coffee
85,41,37,24.01,85.21,6.22,262.85,jute
36,39,32,25.13,50.47,7.15,96.09,mungbean
111,71,45,24.68,74.06,7.29,202.9,banana
24,52,25,29.18,44.31,6.89,74.54,mungbean
82,39,22,26.73,71.66,5.24,130.46,coffee
23,147,154,27.7,77.29,5.54,77.85,grapes
28,32,50,32.47,59.98,6.11,177.37,mango
86,60,40,26.69,50.91,6.49,75.41,muskmelon
17,144,105,24.55,65.79,6.82,221.42,apple
126,46,22,29.51,73.01,5.59,126.92,cotton
103,64,50,31.88,54.06,6.08,48.68,watermelon
92,46,38,28.77,81.43,6.6,165.84,jute
15,43,18,25.87,26.19,7.2,74.14,lentil
22,33,47,23.79,64.83,6.76,174.28,orange
96,59,37,25.29,71.38,6.6,65.22,maize
59,50,68,29.35,62.32,6.24,138.8,papaya
27,26,37,31.11,58.17,6.21,106.62,pomegranate
72,45,71,22.89,60.38,7.35,158.13,papaya
48,23,22,26.21,47.15,6.18,121.84,mango
30,60,29,20.92,48.96,6.21,70.13,lentil
72,52,74,31.87,68.91,6.64,118.6,papaya
131,48,37,23.96,53.37,5.73,71.09,cotton
26,47,22,19.3,51.28,7.57,42.57,lentil
121,47,39,26.36,68.36,7.64,93.56,cotton
20,25,41,34.86,44.73,6.5,73.07,pomegranate
39,29,54,26.91,71.82,6.64,233.8,coconut
77,53,21,18.99,63.87,6.07,77.78,maize
83,42,54,21.5,81.47,5.85,226.14,rice
93,23,30,19.84,68.55,5.83,165.97,coffee
23,46,30,30.74,43.35,7.55,73.11,mothbeans
26,37,49,34.25,51.15,7.4,86.33,mango
28,112,120,18.47,78.74,7.21,61.52,grapes
128,53,18,34.52,48.69,6.14,131.36,cotton
11,9,45,29.63,75.06,6.84,177.37,coconut
67,37,34,23.17,76.05,5.78,107.72,maize
77,38,58,25.94,72.63,6.03,42.47,muskmelon
95,64,50,32.03,56.68,6.39,55.6,muskmelon
37,25,34,27.91,79.15,5.3,161.01,orange
26,39,21,31.64,53.79,6.1,74.52,mothbeans
16,40,26,31.46,31.82,7.42,90.53,mungbean
108,49,27,22.24,49.44,6.45,118.37,cotton
20,29,43,31.11,78.11,6.07,143.49,orange
47,18,57,30.25,54.55,7.01,105.74,mango
61,37,52,20.57,81.38,6.69,153.49,rice
76,47,31,25.86,79.6,7.04,85.07,maize
21,56,21,23.86,50.44,6.96,67.63,pigeonpeas
35,32,33,25.56,48.55,5.71,148.31,mango
40,60,35,23.95,29.27,6.06,87.24,chickpea
80,40,37,25.89,94.61,6.44,280.1,jute
40,19,15,25.64,80.03,6.7,109.61,orange
40,30,36,26.54,45.45,5.89,85.53,mango
14,143,135,23.07,54.11,6.51,56.33,grapes
64,40,36,22.6,82.77,5.54,274.31,rice
82,86,35,26.22,93.98,6.73,139.25,banana
115,34,20,24.94,78.08,5.37,155.52,coffee
80,78,49,28.57,81.73,6.24,115.09,banana
16,52,38,21.26,47.93,6.32,112.41,pigeonpeas
22,16,40,19.78,53.64,6.78,100.88,orange
44,72,44,23.3,22.89,7.38,67.5,chickpea
89,55,56,29.92,66.95,7.4,94.13,watermelon
11,49,27,25.83,32.67,6.73,72.97,lentil
83,27,40,25.7,88.86,6.56,233.73,coffee
13,43,20,22.47,32.64,6.98,53.33,lentil
26,104,117,19.86,62.58,6.76,207.7,apple
91,52,56,34.33,84.5,5.97,209.79,jute
30,54,25,27.27,56.66,6.12,66.51,mungbean
44,55,16,18.22,29.7,5.74,61.17,kidneybeans
108,18,31,20.8,60.86,5.83,176.36,coffee
75,53,80,24.05,75.49,7.19,143.26,papaya
44,65,23,19.71,38.2,6.45,64.89,chickpea
37,34,22,25.63,57.84,6.11,128.42,orange
98,46,49,24.47,69.01,6.0,58.25,watermelon
97,58,55,33.94,78.09,7.21,61.78,muskmelon
95,48,38,25.19,79.95,6.2,106.03,maize
111,43,21,31.22,47.54,7.35,119.34,cotton
21,49,24,20.82,36.09,6.43,117.82,pigeonpeas
128,65,25,30.12,73.89,7.58,96.36,cotton
37,21,28,25.08,73.89,6.76,260.31,coconut
19,47,26,30.7,38.4,7.11,41.51,mungbean
27,40,32,22.23,46.68,6.64,75.77,lentil
70,44,60,28.12,89.02,6.41,269.0,jute
23,38,27,34.38,43.16,6.15,47.73,mothbeans
109,17,27,26.28,73.54,5.3,248.05,coffee
105,41,20,29.24,68.61,6.29,58.47,cotton
19,11,27,31.71,42.04,5.66,83.21,pomegranate
23,56,21,20.17,47.93,6.75,120.98,pigeonpeas
18,6,55,30.91,84.91,6.65,271.97,coconut
44,74,64,34.49,80.11,6.26,147.38,papaya
106,20,23,19.32,71.49,5.41,203.72,coffee
32,35,23,26.1,56.3,7.37,117.73,mango
97,59,39,22.27,76.55,7.19,79.15,maize
94,33,28,22.69,75.34,6.27,205.8,coffee
125,60,28,26.9,72.66,5.59,135.61,cotton
85,68,64,25.99,62.2,6.21,87.46,watermelon
29,59,27,20.15,25.27,6.21,134.1,pigeonpeas
64,55,38,30.55,78.57,5.95,245.92,jute
24,21,40,23.5,65.25,6.12,98.59,pomegranate
91,43,50,31.87,92.23,7.17,241.25,jute
18,41,21,33.09,65.02,6.45,91.52,mungbean
75,63,71,25.23,80.35,7.35,138.57,papaya
106,63,64,29.43,56.16,6.97,81.98,watermelon
26,54,32,28.43,30.15,6.5,92.96,pigeonpeas
95,54,41,34.68,71.48,6.15,59.12,watermelon
62,49,33,25.84,72.85,7.1,80.37,maize
52,27,46,26.7,44.37,7.09,89.9,mango
23,116,131,22.76,58.61,6.04,93.05,grapes
40,46,22,29.01,34.61,7.32,64.89,mungbean
82,57,33,25.26,71.47,6.88,110.95,maize
34,48,37,27.04,63.06,7.12,52.73,blackgram
17,112,113,22.77,66.87,6.29,167.73,apple
120,63,34,31.5,46.39,6.87,96.7,cotton
14,22,49,27.55,37.9,6.74,73.82,pomegranate
84,39,25,26.72,61.45,6.81,79.51,maize
29,39,29,29.44,67.77,6.24,173.04,orange
14,38,34,18.26,49.08,7.58,48.37,lentil
27,27,58,29.4,83.72,5.51,156.0,coconut
42,75,43,22.14,25.53,7.27,81.43,chickpea
35,50,44,23.8,31.73,6.92,66.47,chickpea
34,56,28,34.9,54.45,6.74,88.61,blackgram
35,63,39,31.52,40.64,7.45,120.58,pigeonpeas
68,40,16,22.25,69.12,5.63,106.53,maize
34,140,109,28.9,63.25,7.39,57.08,grapes
36,73,21,17.98,26.3,7.87,62.65,chickpea
102,52,63,28.33,74.94,6.41,57.3,muskmelon
15,40,30,21.84,40.18,6.33,78.19,lentil
29,48,37,17.5,27.74,7.99,82.56,chickpea
82,64,48,27.03,63.26,6.09,78.92,muskmelon
51,51,45,23.48,70.43,7.14,160.8,papaya
14,12,11,26.8,72.04,7.47,119.8,orange
28,44,18,28.67,33.98,7.53,98.31,blackgram
69,80,45,22.64,80.83,7.25,184.63,papaya
77,43,45,30.63,95.0,6.49,181.27,jute
37,41,47,33.17,50.0,6.72,138.52,mango
25,20,27,31.01,81.88,6.79,168.47,orange
82,62,66,30.58,59.74,6.44,31.67,muskmelon
30,55,28,22.17,20.25,6.2,108.17,kidneybeans
22,105,107,26.82,67.98,6.34,71.59,grapes
53,67,49,27.46,65.65,6.01,197.01,papaya
21,49,28,18.2,53.81,6.09,41.44,lentil
29,101,158,23.36,71.97,6.17,227.69,apple
24,55,26,27.61,57.8,6.85,87.77,mungbean
95,50,53,20.16,94.4,6.66,181.85,rice
24,52,16,31.9,42.64,6.08,76.59,mungbean
11,22,49,19.41,64.83,5.77,170.51,orange
35,144,117,17.91,59.49,7.45,62.84,grapes
94,34,39,21.71,84.88,5.38,224.93,coffee
27,154,138,24.45,66.43,5.61,233.72,apple
38,25,36,31.86,87.72,5.62,155.27,coconut
44,17,56,29.83,66.77,7.16,95.03,mango
97,52,47,25.02,89.77,5.65,160.29,jute
21,33,31,27.86,59.1,7.35,133.01,orange
100,44,18,23.34,47.32,6.98,68.93,cotton
23,56,18,32.05,59.68,7.02,55.14,mungbean
20,49,21,29.17,45.07,7.31,94.32,mungbean
24,146,121,24.62,79.76,6.87,92.07,grapes
18,63,29,18.68,26.05,5.52,83.44,kidneybeans
26,50,17,25.88,36.87,6.78,52.84,mungbean
93,38,68,26.41,56.75,6.84,68.2,muskmelon
103,48,42,32.86,61.31,6.15,61.69,muskmelon
39,49,20,34.67,58.61,7.91,71.36,blackgram
23,133,126,29.41,69.31,6.17,87.74,grapes
43,69,61,33.71,69.39,6.86,150.08,papaya
21,26,42,26.39,46.68,6.13,104.18,pomegranate
118,55,62,28.52,60.65,6.31,64.55,watermelon
101,41,44,31.76,66.8,7.18,66.94,muskmelon
73,52,50,26.55,75.47,6.78,76.66,muskmelon
102,39,61,29.35,58.84,6.08,54.36,muskmelon
118,17,37,21.04,75.0,5.84,142.34,coffee
39,106,147,21.26,76.14,6.49,117.43,apple
35,23,39,21.77,53.51,5.88,120.3,orange
91,43,43,27.2,68.43,7.11,93.96,watermelon
63,54,37,33.69,77.61,6.81,223.13,jute
79,56,44,26.93,94.62,7.32,154.35,jute
37,30,24,25.61,79.42,7.21,96.04,orange
117,58,66,31.75,81.35,6.58,227.44,banana
21,56,33,33.36,68.98,7.95,53.26,blackgram
11,143,172,22.96,77.51,6.51,248.53,apple
15,11,41,25.86,84.72,7.35,262.21,coconut
70,60,72,27.68,63.72,6.85,195.23,papaya
59,46,33,30.47,73.89,6.38,81.8,mango
111,69,54,27.35,74.55,5.67,207.12,banana
22,43,15,33.27,48.03,6.21,58.84,mothbeans
10,11,20,19.6,68.67,7.14,153.68,orange
55,78,64,26.48,78.77,7.37,127.4,papaya
107,46,34,30.55,62.43,6.82,134.34,cotton
66,41,39,21.49,80.7,5.35,284.51,rice
117,55,62,26.91,93.34,6.94,213.07,banana
37,37,23,26.0,20.58,7.32,60.12,mothbeans
13,46,18,26.4,47.77,6.21,57.78,lentil
105,62,67,30.42,69.39,6.82,32.56,muskmelon
16,19,49,28.26,80.86,6.27,276.25,coconut
80,65,52,27.9,78.02,7.43,196.24,banana
40,58,42,18.42,32.32,7.68,87.78,chickpea
34,65,29,19.03,40.28,6.45,79.41,kidneybeans
18,54,22,24.76,31.15,7.48,37.35,lentil
21,46,36,24.87,39.83,6.78,72.1,kidneybeans
82,42,56,31.39,94.27,6.01,222.87,jute
77,81,68,34.42,79.23,5.77,177.76,banana
100,50,59,30.03,64.75,6.26,43.94,muskmelon
